order_id,store_id,sku_id,order_qty,ship_date,expected_arrival_date,status
OPEN014148,STR044,SKU000311,3,2026-05-12,2026-05-17,In transit
OPEN014149,STR044,SKU000313,24,2026-05-13,2026-05-18,In transit
OPEN014150,STR044,SKU000328,6,2026-05-14,2026-05-17,In transit
OPEN014151,STR044,SKU000330,3,2026-05-13,2026-05-16,In transit
OPEN014152,STR044,SKU000331,6,2026-05-15,2026-05-20,In transit
OPEN014153,STR044,SKU000335,12,2026-05-14,2026-05-16,In transit
OPEN014154,STR044,SKU000340,12,2026-05-15,2026-05-16,In transit
OPEN014155,STR044,SKU000342,12,2026-05-12,2026-05-17,In transit
OPEN014156,STR044,SKU000344,24,2026-05-13,2026-05-16,In transit
OPEN014157,STR044,SKU000345,6,2026-05-12,2026-05-18,In transit
OPEN014158,STR044,SKU000348,12,2026-05-14,2026-05-17,In transit
OPEN014159,STR044,SKU000349,12,2026-05-12,2026-05-16,In transit
OPEN014160,STR044,SKU000350,3,2026-05-14,2026-05-19,In transit
OPEN014161,STR044,SKU000352,12,2026-05-14,2026-05-18,In transit
OPEN014162,STR044,SKU000354,6,2026-05-13,2026-05-17,In transit
OPEN014163,STR044,SKU000360,24,2026-05-12,2026-05-16,In transit
OPEN014164,STR044,SKU000362,6,2026-05-15,2026-05-16,In transit
OPEN014165,STR044,SKU000363,12,2026-05-14,2026-05-16,In transit
OPEN014166,STR044,SKU000364,12,2026-05-13,2026-05-16,In transit
OPEN014167,STR044,SKU000369,12,2026-05-14,2026-05-16,In transit
OPEN014168,STR044,SKU000370,3,2026-05-13,2026-05-19,In transit
OPEN014169,STR044,SKU000374,6,2026-05-15,2026-05-19,In transit
OPEN014170,STR044,SKU000376,3,2026-05-15,2026-05-18,In transit
OPEN014171,STR044,SKU000378,6,2026-05-15,2026-05-17,In transit
OPEN014172,STR044,SKU000381,12,2026-05-15,2026-05-18,In transit
OPEN014173,STR044,SKU000387,12,2026-05-14,2026-05-18,In transit
OPEN014174,STR044,SKU000388,3,2026-05-13,2026-05-19,In transit
OPEN014175,STR044,SKU000391,6,2026-05-12,2026-05-20,In transit
OPEN014176,STR044,SKU000394,12,2026-05-14,2026-05-16,In transit
OPEN014177,STR044,SKU000395,24,2026-05-14,2026-05-16,In transit
OPEN014178,STR044,SKU000396,12,2026-05-15,2026-05-17,In transit
OPEN014179,STR044,SKU000397,12,2026-05-12,2026-05-19,In transit
OPEN014180,STR044,SKU000406,6,2026-05-15,2026-05-16,In transit
OPEN014181,STR044,SKU000408,24,2026-05-14,2026-05-18,In transit
OPEN014182,STR044,SKU000410,6,2026-05-15,2026-05-17,In transit
OPEN014183,STR044,SKU000411,24,2026-05-14,2026-05-19,In transit
OPEN014184,STR044,SKU000412,12,2026-05-13,2026-05-18,In transit
OPEN014185,STR044,SKU000414,6,2026-05-13,2026-05-16,In transit
OPEN014186,STR044,SKU000415,6,2026-05-13,2026-05-16,In transit
OPEN014187,STR044,SKU000421,6,2026-05-15,2026-05-20,In transit
OPEN014188,STR044,SKU000428,3,2026-05-15,2026-05-17,In transit
OPEN014189,STR044,SKU000431,6,2026-05-13,2026-05-19,In transit
OPEN014190,STR044,SKU000434,24,2026-05-15,2026-05-20,In transit
OPEN014191,STR044,SKU000436,12,2026-05-15,2026-05-16,In transit
OPEN014192,STR044,SKU000438,6,2026-05-14,2026-05-16,In transit
OPEN014193,STR044,SKU000439,3,2026-05-14,2026-05-20,In transit
OPEN014194,STR044,SKU000443,24,2026-05-15,2026-05-16,In transit
OPEN014195,STR044,SKU000444,3,2026-05-14,2026-05-16,In transit
OPEN014196,STR044,SKU000445,12,2026-05-13,2026-05-17,In transit
OPEN014197,STR044,SKU000453,12,2026-05-12,2026-05-19,In transit
OPEN014198,STR044,SKU000456,6,2026-05-12,2026-05-20,In transit
OPEN014199,STR044,SKU000467,6,2026-05-14,2026-05-16,In transit
OPEN014200,STR044,SKU000469,6,2026-05-14,2026-05-19,In transit
OPEN014201,STR044,SKU000472,3,2026-05-14,2026-05-19,In transit
OPEN014202,STR044,SKU000473,6,2026-05-15,2026-05-20,In transit
OPEN014203,STR044,SKU000492,12,2026-05-15,2026-05-16,In transit
OPEN014204,STR044,SKU000493,3,2026-05-15,2026-05-18,In transit
OPEN014205,STR044,SKU000498,6,2026-05-13,2026-05-20,In transit
OPEN014206,STR044,SKU000500,12,2026-05-15,2026-05-16,In transit
OPEN014207,STR044,SKU000503,12,2026-05-15,2026-05-16,In transit
OPEN014208,STR044,SKU000505,6,2026-05-14,2026-05-17,In transit
OPEN014209,STR044,SKU000515,3,2026-05-14,2026-05-19,In transit
OPEN014210,STR044,SKU000520,3,2026-05-15,2026-05-19,In transit
OPEN014211,STR044,SKU000521,3,2026-05-15,2026-05-19,In transit
OPEN014212,STR044,SKU000522,6,2026-05-13,2026-05-18,In transit
OPEN014213,STR044,SKU000524,24,2026-05-12,2026-05-19,In transit
OPEN014214,STR044,SKU000525,6,2026-05-12,2026-05-18,In transit
OPEN014215,STR044,SKU000527,6,2026-05-13,2026-05-20,In transit
OPEN014216,STR044,SKU000533,24,2026-05-15,2026-05-20,In transit
OPEN014217,STR044,SKU000535,6,2026-05-14,2026-05-19,In transit
OPEN014218,STR044,SKU000538,12,2026-05-12,2026-05-19,In transit
OPEN014219,STR044,SKU000540,12,2026-05-15,2026-05-17,In transit
OPEN014220,STR044,SKU000543,6,2026-05-14,2026-05-20,In transit
OPEN014221,STR044,SKU000547,3,2026-05-12,2026-05-17,In transit
OPEN014222,STR044,SKU000548,6,2026-05-12,2026-05-18,In transit
OPEN014223,STR044,SKU000550,6,2026-05-15,2026-05-20,In transit
OPEN014224,STR044,SKU000560,6,2026-05-14,2026-05-17,In transit
OPEN014225,STR044,SKU000562,6,2026-05-12,2026-05-18,In transit
OPEN014226,STR044,SKU000564,12,2026-05-14,2026-05-18,In transit
OPEN014227,STR044,SKU000566,12,2026-05-12,2026-05-16,In transit
OPEN014228,STR044,SKU000567,12,2026-05-14,2026-05-18,In transit
OPEN014229,STR044,SKU000569,3,2026-05-13,2026-05-18,In transit
OPEN014230,STR044,SKU000573,24,2026-05-12,2026-05-17,In transit
OPEN014231,STR044,SKU000574,6,2026-05-14,2026-05-18,In transit
OPEN014232,STR044,SKU000577,6,2026-05-13,2026-05-17,In transit
OPEN014233,STR044,SKU000580,6,2026-05-12,2026-05-18,In transit
OPEN014234,STR044,SKU000582,3,2026-05-14,2026-05-16,In transit
OPEN014235,STR044,SKU000588,24,2026-05-12,2026-05-17,In transit
OPEN014236,STR044,SKU000590,24,2026-05-15,2026-05-16,In transit
OPEN014237,STR044,SKU000592,6,2026-05-12,2026-05-20,In transit
OPEN014238,STR044,SKU000597,6,2026-05-12,2026-05-19,In transit
OPEN014239,STR044,SKU000598,3,2026-05-13,2026-05-17,In transit
OPEN014240,STR044,SKU000602,12,2026-05-14,2026-05-20,In transit
OPEN014241,STR044,SKU000605,3,2026-05-12,2026-05-20,In transit
OPEN014242,STR044,SKU000607,6,2026-05-14,2026-05-16,In transit
OPEN014243,STR044,SKU000608,6,2026-05-12,2026-05-18,In transit
OPEN014244,STR044,SKU000610,12,2026-05-13,2026-05-17,In transit
OPEN014245,STR044,SKU000611,6,2026-05-14,2026-05-16,In transit
OPEN014246,STR044,SKU000612,6,2026-05-15,2026-05-20,In transit
OPEN014247,STR044,SKU000617,24,2026-05-14,2026-05-19,In transit
OPEN014248,STR044,SKU000622,24,2026-05-14,2026-05-18,In transit
OPEN014249,STR044,SKU000625,12,2026-05-12,2026-05-18,In transit
OPEN014250,STR044,SKU000627,24,2026-05-15,2026-05-16,In transit
OPEN014251,STR044,SKU000628,6,2026-05-14,2026-05-16,In transit
OPEN014252,STR044,SKU000629,12,2026-05-15,2026-05-20,In transit
OPEN014253,STR044,SKU000633,12,2026-05-12,2026-05-18,In transit
OPEN014254,STR044,SKU000635,12,2026-05-12,2026-05-18,In transit
OPEN014255,STR044,SKU000637,12,2026-05-14,2026-05-16,In transit
OPEN014256,STR044,SKU000643,24,2026-05-14,2026-05-17,In transit
OPEN014257,STR044,SKU000645,3,2026-05-14,2026-05-20,In transit
OPEN014258,STR044,SKU000646,6,2026-05-13,2026-05-19,In transit
OPEN014259,STR044,SKU000649,6,2026-05-14,2026-05-17,In transit
OPEN014260,STR044,SKU000650,24,2026-05-15,2026-05-16,In transit
OPEN014261,STR044,SKU000652,3,2026-05-15,2026-05-20,In transit
OPEN014262,STR044,SKU000656,24,2026-05-15,2026-05-20,In transit
OPEN014263,STR044,SKU000657,12,2026-05-12,2026-05-18,In transit
OPEN014264,STR044,SKU000663,6,2026-05-12,2026-05-17,In transit
OPEN014265,STR044,SKU000665,6,2026-05-15,2026-05-18,In transit
OPEN014266,STR044,SKU000673,6,2026-05-14,2026-05-19,In transit
OPEN014267,STR044,SKU000675,24,2026-05-12,2026-05-18,In transit
OPEN014268,STR044,SKU000677,12,2026-05-13,2026-05-19,In transit
OPEN014269,STR044,SKU000678,24,2026-05-12,2026-05-19,In transit
OPEN014270,STR044,SKU000679,24,2026-05-15,2026-05-17,In transit
OPEN014271,STR044,SKU000684,6,2026-05-15,2026-05-16,In transit
OPEN014272,STR044,SKU000687,6,2026-05-13,2026-05-17,In transit
OPEN014273,STR044,SKU000688,6,2026-05-12,2026-05-16,In transit
OPEN014274,STR044,SKU000690,12,2026-05-13,2026-05-20,In transit
OPEN014275,STR044,SKU000691,6,2026-05-15,2026-05-19,In transit
OPEN014276,STR044,SKU000693,6,2026-05-14,2026-05-19,In transit
OPEN014277,STR044,SKU000696,3,2026-05-14,2026-05-16,In transit
OPEN014278,STR044,SKU000697,6,2026-05-12,2026-05-18,In transit
OPEN014279,STR044,SKU000700,24,2026-05-15,2026-05-18,In transit
OPEN014280,STR044,SKU000701,6,2026-05-14,2026-05-18,In transit
OPEN014281,STR044,SKU000702,6,2026-05-13,2026-05-19,In transit
OPEN014282,STR044,SKU000704,3,2026-05-13,2026-05-17,In transit
OPEN014283,STR044,SKU000705,12,2026-05-12,2026-05-16,In transit
OPEN014284,STR044,SKU000706,12,2026-05-14,2026-05-20,In transit
OPEN014285,STR044,SKU000710,24,2026-05-15,2026-05-19,In transit
OPEN014286,STR044,SKU000711,6,2026-05-13,2026-05-16,In transit
OPEN014287,STR044,SKU000713,12,2026-05-14,2026-05-17,In transit
OPEN014288,STR044,SKU000714,3,2026-05-13,2026-05-19,In transit
OPEN014289,STR044,SKU000715,3,2026-05-14,2026-05-18,In transit
OPEN014290,STR044,SKU000718,24,2026-05-15,2026-05-16,In transit
OPEN014291,STR044,SKU000719,12,2026-05-12,2026-05-17,In transit
OPEN014292,STR044,SKU000720,3,2026-05-13,2026-05-18,In transit
OPEN014293,STR044,SKU000723,3,2026-05-15,2026-05-18,In transit
OPEN014294,STR044,SKU000727,6,2026-05-15,2026-05-20,In transit
OPEN014295,STR044,SKU000729,6,2026-05-15,2026-05-19,In transit
OPEN014296,STR044,SKU000732,24,2026-05-13,2026-05-16,In transit
OPEN014297,STR044,SKU000733,6,2026-05-12,2026-05-18,In transit
OPEN014298,STR044,SKU000738,3,2026-05-12,2026-05-17,In transit
OPEN014299,STR044,SKU000743,24,2026-05-12,2026-05-17,In transit
OPEN014300,STR044,SKU000744,3,2026-05-14,2026-05-18,In transit
OPEN014301,STR044,SKU000746,24,2026-05-13,2026-05-18,In transit
OPEN014302,STR044,SKU000752,3,2026-05-13,2026-05-19,In transit
OPEN014303,STR044,SKU000755,3,2026-05-13,2026-05-16,In transit
OPEN014304,STR044,SKU000761,12,2026-05-13,2026-05-16,In transit
OPEN014305,STR044,SKU000762,6,2026-05-15,2026-05-18,In transit
OPEN014306,STR044,SKU000764,3,2026-05-14,2026-05-20,In transit
OPEN014307,STR044,SKU000765,3,2026-05-12,2026-05-16,In transit
OPEN014308,STR044,SKU000767,6,2026-05-12,2026-05-19,In transit
OPEN014309,STR044,SKU000775,3,2026-05-12,2026-05-17,In transit
OPEN014310,STR044,SKU000776,3,2026-05-15,2026-05-19,In transit
OPEN014311,STR044,SKU000777,24,2026-05-15,2026-05-20,In transit
OPEN014312,STR044,SKU000781,6,2026-05-15,2026-05-19,In transit
OPEN014313,STR044,SKU000787,12,2026-05-13,2026-05-20,In transit
OPEN014314,STR044,SKU000788,6,2026-05-14,2026-05-19,In transit
OPEN014315,STR044,SKU000791,6,2026-05-12,2026-05-17,In transit
OPEN014316,STR044,SKU000793,24,2026-05-14,2026-05-17,In transit
OPEN014317,STR044,SKU000797,12,2026-05-12,2026-05-17,In transit
OPEN014318,STR044,SKU000798,24,2026-05-15,2026-05-17,In transit
OPEN014319,STR044,SKU000803,2,2026-05-14,2026-05-19,In transit
OPEN014320,STR044,SKU000808,4,2026-05-12,2026-05-17,In transit
OPEN014321,STR044,SKU000809,2,2026-05-14,2026-05-19,In transit
OPEN014322,STR044,SKU000818,1,2026-05-12,2026-05-17,In transit
OPEN014323,STR044,SKU000819,2,2026-05-14,2026-05-18,In transit
OPEN014324,STR044,SKU000822,2,2026-05-13,2026-05-20,In transit
OPEN014325,STR044,SKU000833,4,2026-05-15,2026-05-20,In transit
OPEN014326,STR044,SKU000835,2,2026-05-14,2026-05-17,In transit
OPEN014327,STR044,SKU000836,2,2026-05-15,2026-05-16,In transit
OPEN014328,STR044,SKU000843,2,2026-05-12,2026-05-20,In transit
OPEN014329,STR044,SKU000849,4,2026-05-12,2026-05-16,In transit
OPEN014330,STR044,SKU000852,2,2026-05-15,2026-05-20,In transit
OPEN014331,STR044,SKU000853,1,2026-05-15,2026-05-19,In transit
OPEN014332,STR044,SKU000855,2,2026-05-12,2026-05-19,In transit
OPEN014333,STR044,SKU000863,2,2026-05-15,2026-05-18,In transit
OPEN014334,STR044,SKU000864,2,2026-05-12,2026-05-17,In transit
OPEN014335,STR044,SKU000871,4,2026-05-12,2026-05-20,In transit
OPEN014336,STR044,SKU000888,4,2026-05-13,2026-05-19,In transit
OPEN014337,STR044,SKU000890,4,2026-05-13,2026-05-18,In transit
OPEN014338,STR044,SKU000893,8,2026-05-12,2026-05-17,In transit
OPEN014339,STR044,SKU000899,8,2026-05-12,2026-05-20,In transit
OPEN014340,STR044,SKU000907,2,2026-05-15,2026-05-16,In transit
OPEN014341,STR044,SKU000911,2,2026-05-14,2026-05-20,In transit
OPEN014342,STR044,SKU000913,8,2026-05-15,2026-05-18,In transit
OPEN014343,STR044,SKU000915,4,2026-05-12,2026-05-20,In transit
OPEN014344,STR044,SKU000916,4,2026-05-13,2026-05-18,In transit
OPEN014345,STR044,SKU000922,4,2026-05-15,2026-05-17,In transit
OPEN014346,STR044,SKU000925,1,2026-05-13,2026-05-19,In transit
OPEN014347,STR044,SKU000929,2,2026-05-13,2026-05-16,In transit
OPEN014348,STR044,SKU000931,8,2026-05-14,2026-05-16,In transit
OPEN014349,STR044,SKU000939,4,2026-05-15,2026-05-16,In transit
OPEN014350,STR044,SKU000942,4,2026-05-14,2026-05-19,In transit
OPEN014351,STR044,SKU000943,2,2026-05-12,2026-05-19,In transit
OPEN014352,STR044,SKU000944,8,2026-05-13,2026-05-18,In transit
OPEN014353,STR044,SKU000950,2,2026-05-13,2026-05-18,In transit
OPEN014354,STR044,SKU000953,1,2026-05-12,2026-05-16,In transit
OPEN014355,STR044,SKU000961,4,2026-05-14,2026-05-17,In transit
OPEN014356,STR044,SKU000964,1,2026-05-15,2026-05-20,In transit
OPEN014357,STR044,SKU000974,8,2026-05-12,2026-05-16,In transit
OPEN014358,STR044,SKU000976,8,2026-05-13,2026-05-19,In transit
OPEN014359,STR044,SKU000983,2,2026-05-15,2026-05-20,In transit
OPEN014360,STR044,SKU000987,4,2026-05-12,2026-05-16,In transit
OPEN014361,STR044,SKU000988,4,2026-05-14,2026-05-20,In transit
OPEN014362,STR044,SKU000999,4,2026-05-14,2026-05-18,In transit
OPEN014363,STR044,SKU001000,2,2026-05-12,2026-05-19,In transit
OPEN014364,STR044,SKU001004,2,2026-05-15,2026-05-18,In transit
OPEN014365,STR044,SKU001005,2,2026-05-12,2026-05-16,In transit
OPEN014366,STR044,SKU001012,2,2026-05-14,2026-05-20,In transit
OPEN014367,STR044,SKU001022,2,2026-05-14,2026-05-19,In transit
OPEN014368,STR044,SKU001023,2,2026-05-15,2026-05-16,In transit
OPEN014369,STR044,SKU001042,8,2026-05-13,2026-05-19,In transit
OPEN014370,STR044,SKU001044,2,2026-05-13,2026-05-16,In transit
OPEN014371,STR044,SKU001058,2,2026-05-14,2026-05-18,In transit
OPEN014372,STR044,SKU001060,8,2026-05-14,2026-05-16,In transit
OPEN014373,STR044,SKU001068,4,2026-05-15,2026-05-19,In transit
OPEN014374,STR044,SKU001071,2,2026-05-13,2026-05-19,In transit
OPEN014375,STR044,SKU001074,8,2026-05-12,2026-05-16,In transit
OPEN014376,STR044,SKU001077,2,2026-05-12,2026-05-18,In transit
OPEN014377,STR044,SKU001079,2,2026-05-13,2026-05-18,In transit
OPEN014378,STR044,SKU001080,1,2026-05-14,2026-05-17,In transit
OPEN014379,STR044,SKU001084,2,2026-05-14,2026-05-18,In transit
OPEN014380,STR044,SKU001087,1,2026-05-13,2026-05-17,In transit
OPEN014381,STR044,SKU001089,2,2026-05-15,2026-05-18,In transit
OPEN014382,STR044,SKU001092,2,2026-05-14,2026-05-20,In transit
OPEN014383,STR044,SKU001098,4,2026-05-12,2026-05-20,In transit
OPEN014384,STR044,SKU001102,2,2026-05-13,2026-05-17,In transit
OPEN014385,STR044,SKU001105,2,2026-05-12,2026-05-16,In transit
OPEN014386,STR044,SKU001108,2,2026-05-15,2026-05-19,In transit
OPEN014387,STR044,SKU001111,4,2026-05-15,2026-05-16,In transit
OPEN014388,STR044,SKU001115,1,2026-05-14,2026-05-20,In transit
OPEN014389,STR044,SKU001116,4,2026-05-15,2026-05-18,In transit
OPEN014390,STR044,SKU001118,8,2026-05-13,2026-05-17,In transit
OPEN014391,STR044,SKU001129,1,2026-05-15,2026-05-20,In transit
OPEN014392,STR044,SKU001130,4,2026-05-12,2026-05-19,In transit
OPEN014393,STR044,SKU001131,2,2026-05-15,2026-05-17,In transit
OPEN014394,STR044,SKU001134,1,2026-05-13,2026-05-20,In transit
OPEN014395,STR044,SKU001142,8,2026-05-14,2026-05-19,In transit
OPEN014396,STR044,SKU001143,4,2026-05-12,2026-05-17,In transit
OPEN014397,STR044,SKU001145,1,2026-05-12,2026-05-17,In transit
OPEN014398,STR044,SKU001157,4,2026-05-12,2026-05-17,In transit
OPEN014399,STR044,SKU001158,2,2026-05-14,2026-05-19,In transit
OPEN014400,STR044,SKU001160,4,2026-05-12,2026-05-16,In transit
OPEN014401,STR044,SKU001169,1,2026-05-15,2026-05-16,In transit
OPEN014402,STR044,SKU001177,2,2026-05-13,2026-05-16,In transit
OPEN014403,STR044,SKU001185,2,2026-05-13,2026-05-17,In transit
OPEN014404,STR044,SKU001191,4,2026-05-13,2026-05-19,In transit
OPEN014405,STR044,SKU001194,4,2026-05-14,2026-05-20,In transit
OPEN014406,STR044,SKU001195,2,2026-05-15,2026-05-17,In transit
OPEN014407,STR044,SKU001196,1,2026-05-15,2026-05-18,In transit
OPEN014408,STR044,SKU001197,4,2026-05-12,2026-05-20,In transit
OPEN014409,STR044,SKU001199,4,2026-05-15,2026-05-16,In transit
OPEN014410,STR045,SKU000001,24,2026-05-12,2026-05-18,In transit
OPEN014411,STR045,SKU000002,12,2026-05-15,2026-05-16,In transit
OPEN014412,STR045,SKU000006,12,2026-05-15,2026-05-18,In transit
OPEN014413,STR045,SKU000008,6,2026-05-15,2026-05-18,In transit
OPEN014414,STR045,SKU000009,6,2026-05-13,2026-05-18,In transit
OPEN014415,STR045,SKU000013,24,2026-05-12,2026-05-19,In transit
OPEN014416,STR045,SKU000018,6,2026-05-13,2026-05-18,In transit
OPEN014417,STR045,SKU000021,12,2026-05-14,2026-05-18,In transit
OPEN014418,STR045,SKU000028,12,2026-05-13,2026-05-18,In transit
OPEN014419,STR045,SKU000031,6,2026-05-14,2026-05-16,In transit
OPEN014420,STR045,SKU000034,12,2026-05-15,2026-05-19,In transit
OPEN014421,STR045,SKU000036,6,2026-05-13,2026-05-18,In transit
OPEN014422,STR045,SKU000037,6,2026-05-13,2026-05-18,In transit
OPEN014423,STR045,SKU000039,6,2026-05-15,2026-05-17,In transit
OPEN014424,STR045,SKU000042,12,2026-05-14,2026-05-19,In transit
OPEN014425,STR045,SKU000044,3,2026-05-12,2026-05-20,In transit
OPEN014426,STR045,SKU000055,3,2026-05-14,2026-05-20,In transit
OPEN014427,STR045,SKU000059,12,2026-05-15,2026-05-20,In transit
OPEN014428,STR045,SKU000067,12,2026-05-15,2026-05-18,In transit
OPEN014429,STR045,SKU000068,12,2026-05-12,2026-05-18,In transit
OPEN014430,STR045,SKU000071,24,2026-05-15,2026-05-17,In transit
OPEN014431,STR045,SKU000072,24,2026-05-15,2026-05-16,In transit
OPEN014432,STR045,SKU000075,6,2026-05-12,2026-05-19,In transit
OPEN014433,STR045,SKU000076,6,2026-05-13,2026-05-18,In transit
OPEN014434,STR045,SKU000078,24,2026-05-14,2026-05-17,In transit
OPEN014435,STR045,SKU000079,6,2026-05-14,2026-05-17,In transit
OPEN014436,STR045,SKU000080,6,2026-05-14,2026-05-18,In transit
OPEN014437,STR045,SKU000082,24,2026-05-14,2026-05-17,In transit
OPEN014438,STR045,SKU000092,6,2026-05-13,2026-05-16,In transit
OPEN014439,STR045,SKU000103,6,2026-05-13,2026-05-20,In transit
OPEN014440,STR045,SKU000108,6,2026-05-13,2026-05-18,In transit
OPEN014441,STR045,SKU000112,6,2026-05-13,2026-05-17,In transit
OPEN014442,STR045,SKU000120,24,2026-05-15,2026-05-20,In transit
OPEN014443,STR045,SKU000121,12,2026-05-13,2026-05-19,In transit
OPEN014444,STR045,SKU000128,24,2026-05-15,2026-05-19,In transit
OPEN014445,STR045,SKU000132,12,2026-05-14,2026-05-16,In transit
OPEN014446,STR045,SKU000133,12,2026-05-15,2026-05-16,In transit
OPEN014447,STR045,SKU000137,6,2026-05-14,2026-05-17,In transit
OPEN014448,STR045,SKU000140,6,2026-05-15,2026-05-16,In transit
OPEN014449,STR045,SKU000145,6,2026-05-14,2026-05-17,In transit
OPEN014450,STR045,SKU000150,24,2026-05-13,2026-05-18,In transit
OPEN014451,STR045,SKU000151,12,2026-05-13,2026-05-17,In transit
OPEN014452,STR045,SKU000155,24,2026-05-14,2026-05-20,In transit
OPEN014453,STR045,SKU000161,6,2026-05-15,2026-05-20,In transit
OPEN014454,STR045,SKU000164,12,2026-05-13,2026-05-17,In transit
OPEN014455,STR045,SKU000167,12,2026-05-13,2026-05-16,In transit
OPEN014456,STR045,SKU000172,6,2026-05-12,2026-05-19,In transit
OPEN014457,STR045,SKU000175,6,2026-05-13,2026-05-16,In transit
OPEN014458,STR045,SKU000176,3,2026-05-15,2026-05-17,In transit
OPEN014459,STR045,SKU000177,12,2026-05-15,2026-05-20,In transit
OPEN014460,STR045,SKU000179,12,2026-05-15,2026-05-17,In transit
OPEN014461,STR045,SKU000184,3,2026-05-12,2026-05-18,In transit
OPEN014462,STR045,SKU000187,24,2026-05-15,2026-05-18,In transit
OPEN014463,STR045,SKU000189,24,2026-05-15,2026-05-19,In transit
OPEN014464,STR045,SKU000190,3,2026-05-13,2026-05-17,In transit
OPEN014465,STR045,SKU000192,3,2026-05-14,2026-05-17,In transit
OPEN014466,STR045,SKU000196,24,2026-05-15,2026-05-20,In transit
OPEN014467,STR045,SKU000202,12,2026-05-14,2026-05-18,In transit
OPEN014468,STR045,SKU000208,6,2026-05-12,2026-05-16,In transit
OPEN014469,STR045,SKU000215,12,2026-05-12,2026-05-17,In transit
OPEN014470,STR045,SKU000217,12,2026-05-15,2026-05-20,In transit
OPEN014471,STR045,SKU000221,3,2026-05-14,2026-05-16,In transit
OPEN014472,STR045,SKU000226,12,2026-05-13,2026-05-17,In transit
OPEN014473,STR045,SKU000228,6,2026-05-15,2026-05-16,In transit
OPEN014474,STR045,SKU000231,12,2026-05-15,2026-05-16,In transit
OPEN014475,STR045,SKU000232,24,2026-05-13,2026-05-18,In transit
OPEN014476,STR045,SKU000233,6,2026-05-13,2026-05-17,In transit
OPEN014477,STR045,SKU000243,12,2026-05-12,2026-05-18,In transit
OPEN014478,STR045,SKU000245,6,2026-05-14,2026-05-17,In transit
OPEN014479,STR045,SKU000254,6,2026-05-14,2026-05-19,In transit
OPEN014480,STR045,SKU000257,6,2026-05-14,2026-05-18,In transit
OPEN014481,STR045,SKU000258,12,2026-05-13,2026-05-19,In transit
OPEN014482,STR045,SKU000263,12,2026-05-12,2026-05-19,In transit
OPEN014483,STR045,SKU000268,12,2026-05-13,2026-05-18,In transit
OPEN014484,STR045,SKU000271,3,2026-05-14,2026-05-18,In transit
OPEN014485,STR045,SKU000272,12,2026-05-14,2026-05-18,In transit
OPEN014486,STR045,SKU000280,24,2026-05-14,2026-05-20,In transit
OPEN014487,STR045,SKU000281,3,2026-05-15,2026-05-20,In transit
OPEN014488,STR045,SKU000283,6,2026-05-13,2026-05-17,In transit
OPEN014489,STR045,SKU000289,6,2026-05-14,2026-05-18,In transit
OPEN014490,STR045,SKU000290,12,2026-05-14,2026-05-19,In transit
OPEN014491,STR045,SKU000292,6,2026-05-12,2026-05-18,In transit
OPEN014492,STR045,SKU000300,6,2026-05-14,2026-05-16,In transit
OPEN014493,STR045,SKU000307,12,2026-05-13,2026-05-18,In transit
OPEN014494,STR045,SKU000308,24,2026-05-15,2026-05-16,In transit
OPEN014495,STR045,SKU000309,6,2026-05-15,2026-05-18,In transit
OPEN014496,STR045,SKU000310,12,2026-05-14,2026-05-18,In transit
OPEN014497,STR045,SKU000313,24,2026-05-13,2026-05-16,In transit
OPEN014498,STR045,SKU000315,6,2026-05-14,2026-05-18,In transit
OPEN014499,STR045,SKU000324,24,2026-05-15,2026-05-16,In transit
OPEN014500,STR045,SKU000327,6,2026-05-13,2026-05-16,In transit
OPEN014501,STR045,SKU000336,6,2026-05-12,2026-05-19,In transit
OPEN014502,STR045,SKU000337,6,2026-05-12,2026-05-18,In transit
OPEN014503,STR045,SKU000343,12,2026-05-15,2026-05-20,In transit
OPEN014504,STR045,SKU000344,24,2026-05-12,2026-05-17,In transit
OPEN014505,STR045,SKU000348,6,2026-05-14,2026-05-18,In transit
OPEN014506,STR045,SKU000349,12,2026-05-12,2026-05-18,In transit
OPEN014507,STR045,SKU000353,3,2026-05-12,2026-05-16,In transit
OPEN014508,STR045,SKU000354,6,2026-05-14,2026-05-18,In transit
OPEN014509,STR045,SKU000361,12,2026-05-13,2026-05-17,In transit
OPEN014510,STR045,SKU000362,3,2026-05-12,2026-05-19,In transit
OPEN014511,STR045,SKU000364,24,2026-05-13,2026-05-17,In transit
OPEN014512,STR045,SKU000367,12,2026-05-12,2026-05-18,In transit
OPEN014513,STR045,SKU000372,3,2026-05-12,2026-05-19,In transit
OPEN014514,STR045,SKU000376,3,2026-05-14,2026-05-17,In transit
OPEN014515,STR045,SKU000377,12,2026-05-12,2026-05-19,In transit
OPEN014516,STR045,SKU000378,3,2026-05-14,2026-05-20,In transit
OPEN014517,STR045,SKU000383,12,2026-05-13,2026-05-17,In transit
OPEN014518,STR045,SKU000387,6,2026-05-14,2026-05-19,In transit
OPEN014519,STR045,SKU000390,12,2026-05-12,2026-05-18,In transit
OPEN014520,STR045,SKU000392,12,2026-05-12,2026-05-16,In transit
OPEN014521,STR045,SKU000393,12,2026-05-14,2026-05-16,In transit
OPEN014522,STR045,SKU000400,24,2026-05-15,2026-05-18,In transit
OPEN014523,STR045,SKU000401,6,2026-05-14,2026-05-18,In transit
OPEN014524,STR045,SKU000409,6,2026-05-13,2026-05-19,In transit
