store_id,sku_id,forecast_daily_sales_base,forecast_next_7_units,forecast_next_14_units,forecast_next_28_units,forecast_confidence,under_forecast_bias,seasonal_index,promo_uplift_pct,promo_flag_next_28d
STR034,SKU000260,0.2828,2.38,4.75,9.5,0.85,0.059,1.2,0.0,0
STR034,SKU000261,0.1094,0.83,1.67,3.34,0.95,-0.127,1.09,0.0,0
STR034,SKU000262,0.2051,1.31,2.61,5.23,0.93,0.051,0.91,0.0,0
STR034,SKU000263,0.089,0.7,1.4,2.81,0.88,0.173,0.98,0.15,1
STR034,SKU000265,0.3055,2.42,4.83,9.67,0.95,0.115,1.13,0.0,0
STR034,SKU000266,0.4127,3.12,6.24,12.48,0.79,0.187,1.08,0.0,0
STR034,SKU000267,0.0569,0.37,0.74,1.48,0.77,0.123,0.93,0.0,0
STR034,SKU000268,0.1318,1.09,2.18,4.36,0.76,0.105,1.18,0.0,0
STR034,SKU000269,0.0531,0.32,0.64,1.28,0.71,-0.14,0.86,0.0,0
STR034,SKU000273,0.0735,0.56,1.11,2.22,0.72,0.217,1.08,0.0,0
STR034,SKU000274,0.0872,0.68,1.36,2.71,0.92,-0.029,1.11,0.0,0
STR034,SKU000275,0.534,3.33,6.65,13.31,0.91,0.123,0.89,0.0,0
STR034,SKU000277,0.8965,6.97,13.93,27.86,0.9,-0.107,1.11,0.0,0
STR034,SKU000278,0.2361,1.42,2.84,5.68,0.66,0.015,0.86,0.0,0
STR034,SKU000279,0.0944,0.62,1.24,2.49,0.69,-0.178,0.94,0.0,0
STR034,SKU000281,0.1376,1.13,2.25,4.51,0.87,0.154,1.17,0.0,0
STR034,SKU000282,0.178,1.41,2.82,5.63,0.91,-0.137,1.13,0.0,0
STR034,SKU000285,0.0322,0.23,0.47,0.94,0.65,-0.114,1.04,0.0,0
STR034,SKU000286,0.124,0.87,1.74,3.47,0.93,-0.058,1.0,0.0,0
STR034,SKU000289,0.1055,0.86,1.71,3.43,0.69,-0.126,1.16,0.0,0
STR034,SKU000290,0.3668,2.49,4.98,9.96,0.93,0.028,0.97,0.0,0
STR034,SKU000291,0.1974,1.8,3.59,7.19,0.82,0.066,1.04,0.25,1
STR034,SKU000293,0.2068,1.62,3.24,6.49,0.7,0.091,1.12,0.0,0
STR034,SKU000295,0.5469,4.1,8.19,16.39,0.74,0.037,1.07,0.0,0
STR034,SKU000296,0.3213,2.29,4.59,9.18,0.82,-0.11,1.02,0.0,0
STR034,SKU000297,0.3467,2.16,4.32,8.64,0.74,0.027,0.89,0.0,0
STR034,SKU000298,0.0582,0.49,0.99,1.97,0.93,0.034,1.21,0.0,0
STR034,SKU000299,0.0808,0.63,1.27,2.53,0.88,0.197,1.12,0.0,0
STR034,SKU000300,0.2746,2.21,4.42,8.84,0.81,-0.089,1.15,0.0,0
STR034,SKU000303,0.1611,1.32,2.64,5.28,0.7,0.049,1.17,0.0,0
STR034,SKU000304,0.2519,1.64,3.28,6.56,0.85,0.09,0.93,0.0,0
STR034,SKU000305,0.2239,1.55,3.1,6.21,0.86,0.091,0.99,0.0,0
STR034,SKU000306,0.124,1.04,2.08,4.16,0.74,-0.03,1.2,0.0,0
STR034,SKU000307,0.0519,0.43,0.86,1.71,0.78,0.009,1.18,0.0,0
STR034,SKU000308,0.3069,2.41,4.81,9.62,0.85,0.191,1.12,0.0,0
STR034,SKU000309,0.2181,1.62,3.24,6.47,0.87,0.166,1.06,0.0,0
STR034,SKU000310,0.1029,0.71,1.43,2.85,0.9,0.163,0.99,0.0,0
STR034,SKU000311,0.128,0.84,1.68,3.37,0.8,-0.058,0.94,0.0,0
STR034,SKU000312,0.24,1.8,3.6,7.19,0.79,-0.066,1.07,0.0,0
STR034,SKU000313,0.0601,0.44,0.88,1.77,0.76,-0.009,1.05,0.0,0
STR034,SKU000314,0.0839,0.65,1.3,2.61,0.83,0.117,1.11,0.0,0
STR034,SKU000318,0.3109,2.61,5.22,10.45,0.78,0.164,1.2,0.0,0
STR034,SKU000319,0.4825,3.41,6.82,13.64,0.81,0.217,1.01,0.0,0
STR034,SKU000320,0.3305,2.73,5.46,10.92,0.65,-0.16,1.18,0.0,0
STR034,SKU000321,0.0178,0.15,0.3,0.59,0.87,-0.133,1.19,0.0,0
STR034,SKU000322,0.1797,1.25,2.49,4.98,0.88,0.113,0.99,0.0,0
STR034,SKU000323,0.3823,2.94,5.89,11.77,0.75,0.101,1.1,0.0,0
STR034,SKU000324,0.0495,0.34,0.68,1.36,0.72,-0.09,0.98,0.0,0
STR034,SKU000325,0.0966,0.68,1.37,2.73,0.68,0.018,1.01,0.0,0
STR034,SKU000326,0.1026,0.8,1.59,3.19,0.83,-0.175,1.11,0.0,0
STR034,SKU000327,0.5212,3.68,7.37,14.74,0.86,-0.047,1.01,0.0,0
STR034,SKU000328,0.537,3.68,7.37,14.74,0.7,0.132,0.98,0.0,0
STR034,SKU000330,0.0742,0.59,1.17,2.35,0.7,0.048,1.13,0.0,0
STR034,SKU000333,0.1149,0.79,1.58,3.15,0.79,0.179,0.98,0.0,0
STR034,SKU000336,0.0672,0.47,0.93,1.86,0.72,0.159,0.99,0.0,0
STR034,SKU000338,0.0764,0.5,1.01,2.01,0.84,-0.127,0.94,0.0,0
STR034,SKU000342,0.1178,0.94,1.88,3.76,0.9,-0.087,1.14,0.0,0
STR034,SKU000343,0.2546,2.12,4.24,8.48,0.64,-0.091,1.19,0.0,0
STR034,SKU000344,0.7207,5.3,10.59,21.19,0.71,0.055,1.05,0.0,0
STR034,SKU000346,0.0945,0.79,1.59,3.18,0.84,-0.126,1.2,0.0,0
STR034,SKU000347,0.1364,0.85,1.7,3.4,0.73,-0.15,0.89,0.0,0
STR034,SKU000348,0.3116,2.51,5.02,10.03,0.76,0.103,1.15,0.0,0
STR034,SKU000349,0.0546,0.38,0.76,1.53,0.88,0.027,1.0,0.0,0
STR034,SKU000351,0.1576,1.61,3.21,6.42,0.92,-0.049,0.97,0.5,1
STR034,SKU000352,0.0448,0.3,0.6,1.2,0.81,-0.113,0.96,0.0,0
STR034,SKU000353,0.1449,0.96,1.93,3.85,0.85,-0.17,0.95,0.0,0
STR034,SKU000354,0.321,2.25,4.49,8.99,0.85,-0.17,1.0,0.0,0
STR034,SKU000355,0.0471,0.34,0.68,1.36,0.78,0.064,1.03,0.0,0
STR034,SKU000356,0.0698,0.49,0.99,1.97,0.63,0.133,1.01,0.0,0
STR034,SKU000357,0.283,2.28,4.56,9.11,0.77,-0.166,1.15,0.0,0
STR034,SKU000358,0.6681,4.82,9.63,19.27,0.89,0.111,1.03,0.0,0
STR034,SKU000359,0.1322,0.85,1.7,3.41,0.68,-0.111,0.92,0.0,0
STR034,SKU000360,0.3637,3.0,6.01,12.02,0.72,0.067,1.18,0.0,0
STR034,SKU000361,0.4402,3.17,6.35,12.7,0.81,0.15,1.03,0.0,0
STR034,SKU000363,0.2891,2.13,4.25,8.5,0.95,0.201,1.05,0.0,0
STR034,SKU000364,0.0873,1.27,2.53,5.06,0.73,-0.078,1.15,0.8,1
STR034,SKU000366,0.2059,1.74,3.49,6.97,0.77,-0.041,1.21,0.0,0
STR034,SKU000367,0.1945,1.36,2.72,5.45,0.67,-0.15,1.0,0.0,0
STR034,SKU000368,0.3189,1.99,3.97,7.95,0.73,-0.017,0.89,0.0,0
STR034,SKU000369,0.1299,0.85,1.71,3.42,0.66,0.193,0.94,0.0,0
STR034,SKU000370,0.1827,1.55,3.1,6.19,0.94,0.076,1.21,0.0,0
STR034,SKU000373,0.0549,0.45,0.9,1.8,0.83,0.09,1.17,0.0,0
STR034,SKU000374,0.1374,1.39,2.78,5.56,0.85,-0.086,1.07,0.35,1
STR034,SKU000375,0.0513,0.39,0.78,1.55,0.89,0.004,1.08,0.0,0
STR034,SKU000376,0.0227,0.18,0.37,0.74,0.75,0.175,1.16,0.0,0
STR034,SKU000377,0.0277,0.18,0.37,0.74,0.84,0.01,0.95,0.0,0
STR034,SKU000378,0.1187,0.71,1.43,2.86,0.71,0.065,0.86,0.0,0
STR034,SKU000380,0.0377,0.28,0.57,1.14,0.64,-0.095,1.08,0.0,0
STR034,SKU000381,0.1718,1.35,2.69,5.39,0.92,-0.098,1.12,0.0,0
STR034,SKU000382,0.046,0.3,0.59,1.18,0.63,0.037,0.92,0.0,0
STR034,SKU000383,0.017,0.15,0.3,0.59,0.88,0.143,0.99,0.25,1
STR034,SKU000384,0.0109,0.08,0.17,0.34,0.66,-0.041,1.1,0.0,0
STR034,SKU000385,0.0064,0.04,0.08,0.16,0.76,0.104,0.88,0.0,0
STR034,SKU000386,0.048,0.3,0.6,1.2,0.96,-0.066,0.89,0.0,0
STR034,SKU000387,0.2008,1.35,2.7,5.4,0.9,-0.002,0.96,0.0,0
STR034,SKU000388,0.0346,0.27,0.54,1.08,0.84,-0.009,1.11,0.0,0
STR034,SKU000389,0.1672,1.16,2.32,4.63,0.92,-0.163,0.99,0.0,0
STR034,SKU000390,0.7656,5.25,10.5,21.01,0.63,0.03,0.98,0.0,0
STR034,SKU000391,0.286,2.18,4.36,8.73,0.85,0.078,1.09,0.0,0
STR034,SKU000392,0.2048,1.61,3.21,6.42,0.74,-0.025,1.12,0.0,0
STR034,SKU000394,0.1578,0.95,1.9,3.8,0.79,0.16,0.86,0.0,0
STR034,SKU000399,0.2843,1.77,3.54,7.08,0.63,0.09,0.89,0.0,0
STR034,SKU000400,0.2663,1.9,3.8,7.6,0.81,0.115,1.02,0.0,0
STR034,SKU000402,0.107,0.67,1.35,2.7,0.85,-0.162,0.9,0.0,0
STR034,SKU000403,0.0112,0.08,0.15,0.31,0.77,0.05,0.97,0.0,0
STR034,SKU000404,0.1622,1.01,2.02,4.04,0.75,-0.093,0.89,0.0,0
STR034,SKU000405,0.043,0.26,0.52,1.05,0.89,0.114,0.87,0.0,0
STR034,SKU000406,0.4158,3.29,6.58,13.15,0.82,0.087,1.13,0.0,0
STR034,SKU000407,0.1319,0.96,1.92,3.84,0.63,-0.012,1.04,0.0,0
STR034,SKU000408,0.0914,0.97,1.93,3.87,0.82,-0.088,1.21,0.25,1
STR034,SKU000409,0.232,1.48,2.96,5.91,0.95,0.105,0.91,0.0,0
STR034,SKU000410,0.4134,3.24,6.48,12.96,0.76,0.029,1.12,0.0,0
STR034,SKU000412,0.0297,0.22,0.45,0.9,0.84,0.212,1.08,0.0,0
STR034,SKU000413,0.0444,0.32,0.64,1.28,0.67,-0.109,1.03,0.0,0
STR034,SKU000415,0.0201,0.16,0.32,0.63,0.74,0.024,1.12,0.0,0
STR034,SKU000416,0.0097,0.07,0.13,0.27,0.69,0.123,0.98,0.0,0
STR034,SKU000417,0.0373,0.27,0.53,1.06,0.63,-0.105,1.02,0.0,0
STR034,SKU000418,0.0177,0.11,0.21,0.43,0.92,0.069,0.86,0.0,0
STR034,SKU000419,0.0392,0.31,0.61,1.23,0.96,0.027,1.12,0.0,0
STR034,SKU000420,0.0423,0.35,0.7,1.4,0.87,0.141,1.18,0.0,0
STR034,SKU000421,0.2543,2.01,4.02,8.05,0.74,0.105,1.13,0.0,0
STR034,SKU000422,0.0449,0.36,0.72,1.45,0.82,-0.04,1.15,0.0,0
STR034,SKU000424,0.0856,0.53,1.06,2.11,0.71,-0.051,0.88,0.0,0
STR034,SKU000425,0.2936,2.26,4.52,9.04,0.88,0.144,1.1,0.0,0
STR034,SKU000426,0.0905,0.7,1.41,2.81,0.84,0.124,1.11,0.0,0
STR034,SKU000430,0.2576,2.15,4.29,8.58,0.69,0.075,1.19,0.0,0
STR034,SKU000431,0.0658,0.54,1.09,2.17,0.66,0.085,1.18,0.0,0
STR034,SKU000432,0.2226,1.73,3.46,6.92,0.81,0.059,1.11,0.0,0
STR034,SKU000433,0.1076,0.85,1.7,3.4,0.94,-0.123,1.13,0.0,0
STR034,SKU000434,0.1302,1.08,2.15,4.3,0.71,-0.108,1.18,0.0,0
STR034,SKU000435,0.2102,1.46,2.91,5.83,0.64,0.187,0.99,0.0,0
STR034,SKU000437,0.1231,1.71,3.41,6.82,0.78,-0.056,1.1,0.8,1
STR034,SKU000438,0.2287,1.78,3.55,7.11,0.94,0.194,1.11,0.0,0
STR034,SKU000439,0.4092,3.56,7.12,14.23,0.73,0.008,1.08,0.15,1
STR034,SKU000442,0.0863,0.53,1.06,2.13,0.62,0.066,0.88,0.0,0
STR034,SKU000443,0.166,1.38,2.77,5.53,0.88,-0.133,1.19,0.0,0
STR034,SKU000444,0.1877,1.59,3.18,6.36,0.73,-0.046,1.21,0.0,0
STR034,SKU000446,0.1786,1.26,2.53,5.05,0.72,0.021,1.01,0.0,0
STR034,SKU000447,0.0562,0.44,0.88,1.76,0.62,0.188,1.12,0.0,0
STR034,SKU000448,0.0307,0.25,0.49,0.99,0.95,0.167,1.15,0.0,0
STR034,SKU000449,0.1401,1.05,2.1,4.2,0.94,0.195,1.07,0.0,0
STR034,SKU000450,0.1072,0.72,1.44,2.88,0.89,-0.042,0.96,0.0,0
STR034,SKU000452,0.0412,0.27,0.53,1.06,0.64,0.143,0.92,0.0,0
STR034,SKU000453,0.0494,0.34,0.68,1.36,0.89,0.129,0.98,0.0,0
STR034,SKU000454,0.2603,1.88,3.75,7.51,0.88,0.119,1.03,0.0,0
STR034,SKU000456,0.6925,5.87,11.73,23.46,0.66,-0.133,1.21,0.0,0
STR034,SKU000458,0.5229,4.36,8.71,17.42,0.77,-0.075,1.19,0.0,0
STR034,SKU000459,0.1084,0.89,1.78,3.55,0.91,0.006,1.17,0.0,0
STR034,SKU000461,0.1292,1.21,2.42,4.84,0.95,-0.023,1.07,0.25,1
STR034,SKU000462,0.0944,0.79,1.57,3.15,0.68,0.093,1.19,0.0,0
STR034,SKU000463,0.1084,0.88,1.76,3.52,0.71,-0.179,1.16,0.0,0
STR034,SKU000464,0.3261,2.94,5.88,11.76,0.65,-0.151,1.03,0.25,1
STR034,SKU000465,0.0874,0.67,1.35,2.69,0.72,0.214,1.1,0.0,0
STR034,SKU000467,0.0317,0.24,0.47,0.94,0.95,-0.124,1.06,0.0,0
STR034,SKU000468,0.2283,1.74,3.48,6.97,0.69,0.052,1.09,0.0,0
STR034,SKU000470,0.327,2.75,5.5,11.0,0.72,-0.154,0.89,0.35,1
STR034,SKU000473,0.1021,0.87,1.74,3.49,0.74,-0.137,1.22,0.0,0
STR034,SKU000475,0.4394,3.57,7.14,14.27,0.8,0.091,1.16,0.0,0
STR034,SKU000476,0.1169,0.73,1.46,2.91,0.93,0.175,0.89,0.0,0
STR034,SKU000477,0.481,3.77,7.54,15.08,0.77,-0.032,1.12,0.0,0
STR034,SKU000478,0.265,1.67,3.34,6.68,0.71,0.036,0.9,0.0,0
STR034,SKU000479,0.1499,1.04,2.08,4.16,0.74,-0.05,0.99,0.0,0
STR034,SKU000481,0.1957,1.63,3.26,6.52,0.69,0.113,1.19,0.0,0
STR034,SKU000482,0.4976,3.87,7.73,15.47,0.82,0.191,1.11,0.0,0
STR034,SKU000483,0.0214,0.15,0.29,0.58,0.63,0.032,0.97,0.0,0
STR034,SKU000484,0.1738,1.39,2.77,5.55,0.63,0.044,1.14,0.0,0
STR034,SKU000485,0.2209,1.55,3.09,6.19,0.66,0.047,1.0,0.0,0
STR034,SKU000487,0.0365,0.29,0.59,1.17,0.64,-0.028,1.15,0.0,0
STR034,SKU000489,0.1648,1.34,2.68,5.35,0.64,-0.141,1.16,0.0,0
STR034,SKU000490,0.1712,1.41,2.83,5.66,0.83,0.037,1.18,0.0,0
STR034,SKU000491,0.0915,0.55,1.1,2.2,0.86,0.036,0.86,0.0,0
STR034,SKU000492,0.1191,0.93,1.87,3.74,0.7,-0.1,1.12,0.0,0
STR034,SKU000494,1.1736,7.56,15.12,30.23,0.67,0.211,0.92,0.0,0
STR034,SKU000495,0.0519,0.36,0.73,1.45,0.8,-0.034,1.0,0.0,0
STR034,SKU000497,0.0215,0.17,0.34,0.69,0.81,0.028,1.14,0.0,0
STR034,SKU000498,0.2802,2.27,4.55,9.1,0.91,0.152,1.16,0.0,0
STR034,SKU000499,0.0221,0.18,0.37,0.74,0.81,-0.007,1.19,0.0,0
STR034,SKU000500,0.1585,1.21,2.42,4.84,0.81,-0.173,1.09,0.0,0
STR034,SKU000501,0.0867,0.69,1.37,2.74,0.74,0.134,1.13,0.0,0
STR034,SKU000502,0.572,4.08,8.17,16.34,0.77,0.215,1.02,0.0,0
STR034,SKU000503,0.0091,0.07,0.15,0.3,0.65,0.169,1.18,0.0,0
STR034,SKU000504,0.2352,2.29,4.58,9.16,0.81,-0.037,1.03,0.35,1
STR034,SKU000506,0.2938,2.39,4.77,9.54,0.68,-0.003,1.16,0.0,0
STR034,SKU000507,0.6232,3.75,7.5,15.01,0.64,0.091,0.86,0.0,0
STR034,SKU000508,0.2938,2.1,4.2,8.39,0.62,-0.113,1.02,0.0,0
STR034,SKU000509,0.4696,3.39,6.77,13.54,0.64,-0.106,1.03,0.0,0
STR034,SKU000513,0.4926,3.79,7.59,15.17,0.95,-0.114,1.1,0.0,0
STR034,SKU000514,0.1632,1.37,2.73,5.47,0.88,0.034,1.04,0.15,1
STR034,SKU000515,0.4501,3.69,7.37,14.74,0.68,-0.036,1.17,0.0,0
STR034,SKU000517,0.281,2.08,4.17,8.34,0.9,0.093,1.06,0.0,0
STR034,SKU000520,0.1161,1.18,2.37,4.73,0.67,-0.087,0.97,0.5,1
STR034,SKU000522,0.5763,3.87,7.75,15.49,0.79,0.093,0.96,0.0,0
STR034,SKU000523,0.1152,0.77,1.53,3.06,0.87,-0.068,0.95,0.0,0
STR034,SKU000525,0.0828,0.7,1.39,2.78,0.74,0.181,1.2,0.0,0
STR034,SKU000526,0.09,0.66,1.31,2.62,0.9,-0.167,1.04,0.0,0
STR034,SKU000527,0.0228,0.18,0.36,0.71,0.95,-0.042,1.11,0.0,0
STR034,SKU000528,0.1386,0.99,1.98,3.96,0.77,-0.093,1.02,0.0,0
STR034,SKU000529,0.2359,1.93,3.86,7.73,0.78,-0.128,1.17,0.0,0
STR034,SKU000530,0.0788,0.56,1.11,2.23,0.69,-0.146,1.01,0.0,0
STR034,SKU000531,0.0916,0.76,1.53,3.05,0.72,0.014,1.19,0.0,0
STR034,SKU000532,0.1597,2.11,4.23,8.45,0.69,-0.08,1.05,0.8,1
STR034,SKU000533,0.0543,0.36,0.72,1.45,0.73,0.128,0.95,0.0,0
STR034,SKU000534,0.3597,2.52,5.04,10.07,0.63,-0.138,1.0,0.0,0
STR034,SKU000535,0.0777,0.6,1.21,2.41,0.91,-0.167,1.11,0.0,0
STR034,SKU000536,0.1145,0.79,1.59,3.17,0.78,0.192,0.99,0.0,0
STR034,SKU000537,0.1098,0.76,1.52,3.04,0.84,0.167,0.99,0.0,0
STR034,SKU000539,0.3118,2.4,4.8,9.6,0.95,0.025,1.1,0.0,0
STR034,SKU000540,0.0007,0.01,0.01,0.02,0.75,0.112,1.19,0.0,0
STR034,SKU000541,0.5625,3.62,7.25,14.49,0.81,-0.065,0.92,0.0,0
STR034,SKU000542,0.0695,0.53,1.07,2.14,0.65,0.145,1.1,0.0,0
STR034,SKU000543,0.0537,0.36,0.72,1.44,0.69,-0.029,0.96,0.0,0
STR034,SKU000544,0.0554,0.41,0.82,1.64,0.84,-0.177,1.06,0.0,0
STR034,SKU000545,0.2454,3.12,6.24,12.47,0.68,-0.089,1.21,0.5,1
STR034,SKU000546,0.2348,1.51,3.02,6.05,0.68,-0.149,0.92,0.0,0
STR034,SKU000547,0.1103,0.74,1.48,2.97,0.81,-0.112,0.96,0.0,0
STR034,SKU000548,0.6643,5.67,11.35,22.69,0.86,0.201,1.22,0.0,0
STR034,SKU000549,0.2035,1.51,3.02,6.04,0.63,0.193,1.06,0.0,0
STR034,SKU000550,0.0058,0.04,0.07,0.14,0.71,-0.063,0.87,0.0,0
STR034,SKU000551,0.0232,0.15,0.3,0.6,0.7,-0.16,0.92,0.0,0
STR034,SKU000552,0.1673,1.26,2.53,5.06,0.79,0.177,1.08,0.0,0
STR034,SKU000553,0.1663,0.99,1.98,3.96,0.68,-0.178,0.85,0.0,0
STR034,SKU000557,0.0947,0.6,1.19,2.39,0.71,-0.098,0.9,0.0,0
STR034,SKU000558,0.3336,2.64,5.28,10.55,0.91,-0.162,1.13,0.0,0
STR034,SKU000559,0.8976,5.97,11.94,23.88,0.78,-0.093,0.95,0.0,0
STR034,SKU000560,0.1929,1.32,2.65,5.29,0.77,0.083,0.98,0.0,0
STR034,SKU000563,0.0864,0.71,1.43,2.86,0.87,-0.175,1.18,0.0,0
STR034,SKU000564,0.1745,1.2,2.39,4.79,0.82,0.071,0.98,0.0,0
STR034,SKU000566,0.0407,0.31,0.61,1.22,0.75,-0.156,1.07,0.0,0
STR034,SKU000567,0.3458,4.27,8.54,17.08,0.94,0.189,0.98,0.8,1
STR034,SKU000568,0.0705,0.45,0.9,1.8,0.85,-0.04,0.91,0.0,0
STR034,SKU000570,0.1436,1.41,2.82,5.64,0.63,0.014,1.04,0.35,1
STR034,SKU000571,0.13,0.8,1.6,3.2,0.93,-0.085,0.88,0.0,0
STR034,SKU000574,0.1534,1.22,2.45,4.9,0.72,-0.08,1.14,0.0,0
STR034,SKU000575,0.1513,1.19,2.37,4.74,0.69,-0.078,1.12,0.0,0
STR034,SKU000579,0.2399,1.9,3.79,7.59,0.73,0.05,1.13,0.0,0
STR034,SKU000580,0.8685,7.3,14.59,29.18,0.64,-0.06,1.2,0.0,0
STR034,SKU000581,0.2139,1.32,2.64,5.27,0.72,-0.118,0.88,0.0,0
STR034,SKU000583,0.7453,4.64,9.29,18.57,0.81,-0.166,0.89,0.0,0
STR034,SKU000584,0.176,1.49,2.98,5.96,0.78,-0.14,1.21,0.0,0
STR034,SKU000585,0.3054,1.88,3.76,7.53,0.86,0.103,0.88,0.0,0
STR034,SKU000586,0.3697,2.36,4.71,9.42,0.79,0.003,0.91,0.0,0
STR034,SKU000587,0.1033,0.77,1.55,3.09,0.79,0.079,1.07,0.0,0
STR034,SKU000588,0.0713,0.58,1.17,2.34,0.91,-0.172,1.17,0.0,0
STR034,SKU000589,0.5108,7.02,14.03,28.06,0.8,-0.099,1.09,0.8,1
STR034,SKU000591,0.2622,1.74,3.49,6.97,0.89,0.157,0.95,0.0,0
STR034,SKU000595,0.0607,0.63,1.26,2.53,0.66,0.048,0.99,0.5,1
STR034,SKU000596,0.5183,4.24,8.49,16.98,0.96,0.085,1.17,0.0,0
STR034,SKU000597,0.2172,1.32,2.65,5.29,0.75,0.177,0.87,0.0,0
STR034,SKU000598,0.0147,0.11,0.21,0.42,0.7,0.213,1.03,0.0,0
STR034,SKU000599,0.1282,1.21,2.42,4.85,0.86,-0.126,1.08,0.25,1
STR034,SKU000600,0.346,2.28,4.55,9.11,0.72,0.107,0.94,0.0,0
STR034,SKU000601,0.2004,1.6,3.2,6.4,0.91,-0.152,1.14,0.0,0
STR034,SKU000603,0.3211,2.23,4.45,8.9,0.95,-0.144,0.99,0.0,0
STR034,SKU000604,0.9366,5.9,11.8,23.6,0.76,0.065,0.9,0.0,0
STR034,SKU000605,0.0018,0.01,0.03,0.05,0.65,-0.097,1.04,0.0,0
STR034,SKU000606,0.0104,0.07,0.15,0.29,0.66,0.008,1.01,0.0,0
STR034,SKU000607,0.0081,0.06,0.13,0.25,0.63,0.179,1.12,0.0,0
STR034,SKU000608,0.1239,0.9,1.8,3.61,0.66,0.079,1.04,0.0,0
STR034,SKU000609,0.0371,0.28,0.55,1.1,0.77,0.095,1.06,0.0,0
STR034,SKU000610,0.1156,0.91,1.83,3.66,0.88,0.014,1.13,0.0,0
STR034,SKU000611,0.148,1.04,2.07,4.14,0.71,-0.161,1.0,0.0,0
STR034,SKU000612,0.0687,0.55,1.11,2.21,0.84,0.002,1.15,0.0,0
STR034,SKU000613,0.8535,5.5,10.99,21.99,0.73,-0.097,0.92,0.0,0
STR034,SKU000614,0.9708,7.2,14.41,28.81,0.94,0.14,1.06,0.0,0
STR034,SKU000616,0.1251,0.84,1.68,3.36,0.83,0.098,0.96,0.0,0
STR034,SKU000618,0.1449,1.01,2.03,4.06,0.79,0.018,1.0,0.0,0
STR034,SKU000619,0.2641,1.65,3.29,6.58,0.87,-0.072,0.89,0.0,0
STR034,SKU000620,0.0674,0.43,0.87,1.74,0.93,0.073,0.92,0.0,0
STR034,SKU000621,0.0488,0.34,0.68,1.37,0.79,-0.16,1.0,0.0,0
STR034,SKU000622,0.0327,0.27,0.53,1.06,0.94,-0.146,1.16,0.0,0
STR034,SKU000623,0.1268,0.95,1.9,3.8,0.65,-0.147,1.07,0.0,0
STR034,SKU000624,0.3006,2.86,5.71,11.42,0.9,0.154,1.18,0.15,1
STR034,SKU000625,0.064,0.51,1.01,2.03,0.78,-0.138,1.13,0.0,0
STR034,SKU000626,0.1268,0.84,1.69,3.37,0.88,0.002,0.95,0.0,0
STR034,SKU000627,0.0781,0.63,1.27,2.54,0.86,0.086,1.16,0.0,0
STR034,SKU000628,0.053,0.32,0.65,1.29,0.69,0.057,0.87,0.0,0
STR034,SKU000629,0.075,0.79,1.57,3.15,0.74,-0.023,1.2,0.25,1
STR034,SKU000632,0.124,0.97,1.94,3.89,0.94,0.169,1.12,0.0,0
STR034,SKU000633,0.0425,0.3,0.61,1.21,0.95,0.122,1.02,0.0,0
STR034,SKU000636,0.0898,0.75,1.5,2.99,0.95,0.212,1.19,0.0,0
STR034,SKU000637,0.1628,0.98,1.96,3.92,0.83,0.206,0.86,0.0,0
STR034,SKU000638,0.0064,0.04,0.08,0.17,0.87,0.022,0.95,0.0,0
STR034,SKU000640,0.2487,1.51,3.03,6.06,0.8,0.046,0.87,0.0,0
STR034,SKU000641,0.1964,1.38,2.75,5.5,0.8,-0.033,1.0,0.0,0
STR034,SKU000643,0.0704,0.48,0.97,1.93,0.65,-0.172,0.98,0.0,0
STR034,SKU000644,0.5541,5.53,11.06,22.11,0.88,-0.167,0.95,0.5,1
STR034,SKU000649,0.1167,0.97,1.94,3.89,0.89,0.109,1.19,0.0,0
STR034,SKU000650,0.3698,2.83,5.66,11.31,0.83,-0.156,0.95,0.15,1
STR034,SKU000651,0.1302,0.8,1.6,3.21,0.94,0.067,0.88,0.0,0
STR034,SKU000652,0.1711,1.29,2.59,5.18,0.66,0.077,1.08,0.0,0
STR034,SKU000653,0.062,0.42,0.83,1.67,0.82,0.159,0.96,0.0,0
STR034,SKU000659,0.2491,2.06,4.12,8.23,0.69,-0.047,1.18,0.0,0
STR034,SKU000662,0.1051,0.75,1.5,3.0,0.79,0.116,1.02,0.0,0
STR034,SKU000663,0.1971,1.48,2.95,5.9,0.88,-0.092,1.07,0.0,0
STR034,SKU000664,0.0573,0.44,0.87,1.75,0.62,-0.039,1.09,0.0,0
STR034,SKU000665,0.0244,0.31,0.62,1.24,0.74,-0.064,1.21,0.5,1
STR034,SKU000666,0.1225,0.75,1.51,3.02,0.77,-0.102,0.88,0.0,0
STR034,SKU000667,0.1816,1.21,2.42,4.83,0.75,0.061,0.95,0.0,0
STR034,SKU000668,0.0768,0.54,1.09,2.17,0.85,-0.155,1.01,0.0,0
STR034,SKU000669,0.0321,0.22,0.44,0.88,0.66,-0.118,0.98,0.0,0
STR034,SKU000670,0.5449,5.15,10.3,20.6,0.71,0.099,0.9,0.5,1
STR034,SKU000672,0.2662,2.05,4.1,8.2,0.72,0.067,1.1,0.0,0
STR034,SKU000673,0.1318,0.84,1.68,3.36,0.8,0.213,0.91,0.0,0
STR034,SKU000674,0.2727,2.14,4.28,8.55,0.85,0.193,1.12,0.0,0
STR034,SKU000675,0.0863,0.71,1.43,2.85,0.86,0.077,1.18,0.0,0
STR034,SKU000676,0.2073,1.47,2.93,5.86,0.68,0.016,1.01,0.0,0
